PSU,CASEID,CASENO,STRATIF,VERSION,ACCSEQ,VEHNUM,CLASS1,GADEV1,OBJCONT,CLASS2,GADEV2,NATWGT,PSUWGT
46,26G,26,G,2,1,1,2,R,2,15,F,1829.834,46
46,27H,27,H,2,1,1,1,F,2,5,L,2545.856,64
46,28A,28,A,2,1,1,2,R,2,15,F,39.779,1
46,28A,28,A,2,2,1,2,F,50,0,0,39.779,1
46,29E,29,E,2,1,1,3,F,2,1,L,596.685,15
46,29E,29,E,2,2,2,1,T,31,0,N,596.685,15
46,30F,30,F,2,1,1,15,L,60,0,0,759.7789,19.1
46,30F,30,F,2,2,1,15,T,31,0,N,759.7789,19.1
46,31D,31,D,2,1,1,5,U,60,0,0,107.80109,2.71
46,31D,31,D,2,2,1,5,F,57,0,0,107.80109,2.71
46,31D,31,D,2,3,1,5,T,31,0,N,107.80109,2.71
46,32H,32,H,2,1,1,15,B,2,4,F,2545.856,64
46,33B,33,B,2,1,1,4,R,2,24,F,39.779,1
46,33B,33,B,2,2,1,4,L,63,0,0,39.779,1
46,33B,33,B,2,3,1,4,L,63,0,0,39.779,1
46,33B,33,B,2,4,1,4,F,61,0,0,39.779,1
46,33B,33,B,2,5,1,4,T,31,0,N,39.779,1
46,33B,33,B,2,6,2,24,F,63,0,0,39.779,1
46,33B,33,B,2,7,2,24,F,63,0,0,39.779,1
46,34C,34,C,2,1,1,1,F,2,1,R,71.20441,1.79
46,34C,34,C,2,2,1,1,L,2,1,R,71.20441,1.79
46,35B,35,B,2,1,1,15,L,2,24,F,39.779,1
46,36G,36,G,2,1,1,13,R,2,24,L,1829.834,46
46,36G,36,G,2,2,1,13,T,31,0,N,1829.834,46
46,37C,37,C,2,1,1,15,F,61,0,0,71.20441,1.79
46,37C,37,C,2,2,1,15,T,31,0,N,71.20441,1.79
46,38E,38,E,2,1,1,1,F,42,0,0,596.685,15
46,38E,38,E,2,2,1,1,F,42,0,0,596.685,15
46,38E,38,E,2,3,1,1,L,42,0,0,596.685,15
46,38E,38,E,2,4,1,1,R,31,0,N,596.685,15
46,39C,39,C,2,1,1,1,R,2,5,F,71.20441,1.79
46,39C,39,C,2,2,1,1,U,61,0,0,71.20441,1.79
46,40C,40,C,2,1,1,13,L,2,5,F,71.20441,1.79
46,40C,40,C,2,2,1,13,U,60,0,0,71.20441,1.79
46,41C,41,C,2,1,1,1,L,2,24,F,71.20441,1.79
46,41C,41,C,2,2,1,1,R,2,24,L,71.20441,1.79
46,42G,42,G,2,1,1,3,F,57,0,0,1829.834,46
46,42G,42,G,2,2,1,3,F,57,0,0,1829.834,46
46,43A,43,A,2,1,1,15,F,2,24,B,39.779,1
46,44B,44,B,2,1,1,2,L,42,0,0,39.779,1
46,44B,44,B,2,2,1,2,F,52,0,0,39.779,1
46,44B,44,B,2,3,1,2,L,42,0,0,39.779,1
46,45F,45,F,2,1,1,3,R,2,3,F,759.7789,19.1
46,46A,46,A,2,1,1,15,T,31,0,N,39.779,1
46,47C,47,C,2,1,1,1,F,2,2,F,71.20441,1.79
46,47C,47,C,2,2,1,1,L,3,15,L,71.20441,1.79
46,48D,48,D,2,1,1,22,R,2,15,F,107.80109,2.71
46,48D,48,D,2,2,1,22,R,2,15,L,107.80109,2.71
46,48D,48,D,2,3,1,22,F,50,0,0,107.80109,2.71
46,48D,48,D,2,4,1,22,F,68,0,0,107.80109,2.71
46,49E,49,E,2,1,1,13,F,2,3,L,596.685,15
46,50A,50,A,2,1,1,15,F,57,0,0,39.779,1
46,50A,50,A,2,2,1,15,L,52,0,0,39.779,1
46,51C,51,C,2,1,1,2,T,31,0,N,71.20441,1.79
46,52H,52,H,2,1,1,3,F,2,15,F,2545.856,64
46,53A,53,A,2,1,1,2,L,52,0,0,39.779,1
46,53A,53,A,2,2,1,2,L,62,0,0,39.779,1
46,54G,54,G,2,1,1,3,L,2,4,F,1829.834,46
46,54G,54,G,2,2,1,3,R,52,0,0,1829.834,46
46,55C,55,C,2,1,1,3,F,2,4,L,71.20441,1.79
46,56C,56,C,2,1,1,5,F,52,0,0,71.20441,1.79
46,57E,57,E,2,1,1,2,F,52,0,0,596.685,15
46,58F,58,F,2,1,1,4,R,42,0,0,759.7789,19.1
46,58F,58,F,2,2,1,4,R,42,0,0,759.7789,19.1
46,58F,58,F,2,3,1,4,L,41,0,0,759.7789,19.1
46,58F,58,F,2,4,1,4,L,41,0,0,759.7789,19.1
46,58F,58,F,2,5,1,4,L,51,0,0,759.7789,19.1
46,58F,58,F,2,6,1,4,L,52,0,0,759.7789,19.1
46,59A,59,A,2,1,1,1,L,52,0,0,39.779,1
46,60H,60,H,2,1,1,1,F,2,15,L,2545.856,64
46,61C,61,C,2,1,1,4,R,2,2,F,71.20441,1.79
46,62G,62,G,2,1,1,1,R,2,3,F,1829.834,46
46,63C,63,C,2,1,1,4,F,2,1,B,71.20441,1.79
46,63C,63,C,2,2,1,4,F,41,0,0,71.20441,1.79
46,63C,63,C,2,3,1,4,F,43,0,0,71.20441,1.79
46,63C,63,C,2,4,2,1,F,41,0,0,71.20441,1.79
46,63C,63,C,2,5,1,4,F,2,1,R,71.20441,1.79
46,63C,63,C,2,6,2,1,T,31,0,N,71.20441,1.79
46,64C,64,C,2,1,1,3,F,2,3,L,71.20441,1.79
46,64C,64,C,2,2,1,3,R,2,3,L,71.20441,1.79
46,64C,64,C,2,3,1,3,R,63,0,0,71.20441,1.79
46,65D,65,D,2,1,1,1,F,42,0,0,180.0278203,4.5257
46,66E,66,E,2,1,1,2,F,2,3,R,863.60209,21.71
46,67F,67,F,2,1,1,12,L,51,0,0,1096.110345,27.555
46,67F,67,F,2,2,1,12,F,52,0,0,1096.110345,27.555
46,68G,68,G,2,1,1,3,F,2,3,F,3858.563,97
46,68G,68,G,2,2,1,3,R,2,3,L,3858.563,97
46,68G,68,G,2,3,1,3,F,3,15,F,3858.563,97
46,69E,69,E,2,1,1,1,F,42,0,0,1074.033,27
46,70C,70,C,2,1,1,2,F,2,1,B,211.823175,5.325
46,70C,70,C,2,2,2,1,F,3,1,B,211.823175,5.325
46,70C,70,C,2,3,3,1,F,4,2,B,211.823175,5.325
46,71F,71,F,2,1,1,15,F,57,0,0,2106.29805,52.95
46,72D,72,D,2,1,1,1,F,50,0,0,212.02207,5.33
46,72D,72,D,2,2,1,1,F,50,0,0,212.02207,5.33
46,72D,72,D,2,3,1,1,F,50,0,0,212.02207,5.33
46,72D,72,D,2,4,1,1,R,68,0,0,212.02207,5.33
46,72D,72,D,2,5,1,1,R,62,0,0,212.02207,5.33
46,72D,72,D,2,6,1,1,F,60,0,0,212.02207,5.33
46,73C,73,C,2,1,1,1,F,50,0,0,141.21545,3.55
46,73C,73,C,2,2,1,1,F,50,0,0,141.21545,3.55
46,73C,73,C,2,3,1,1,F,42,0,0,141.21545,3.55
46,74C,74,C,2,1,1,1,F,2,24,B,141.21545,3.55
46,75E,75,E,2,1,1,1,B,2,2,F,2148.066,54
46,76H,76,H,2,1,1,5,F,2,15,B,10501.656,264
46,76H,76,H,2,2,1,5,T,42,0,0,10501.656,264
46,76H,76,H,2,3,2,15,F,3,22,L,10501.656,264
46,76H,76,H,2,4,3,22,L,42,0,0,10501.656,264
46,76H,76,H,2,5,3,22,F,42,0,0,10501.656,264
46,77D,77,D,2,1,1,15,F,63,0,0,212.02207,5.33
46,77D,77,D,2,2,1,15,F,61,0,0,212.02207,5.33
46,77D,77,D,2,3,1,15,R,52,0,0,212.02207,5.33
46,78F,78,F,2,1,1,15,F,2,1,B,1404.1987,35.3
46,79C,79,C,2,1,1,15,F,43,0,0,141.21545,3.55
46,79C,79,C,2,2,1,15,F,68,0,0,141.21545,3.55
46,79C,79,C,2,3,1,15,R,42,0,0,141.21545,3.55
46,79C,79,C,2,4,1,15,F,42,0,0,141.21545,3.55
46,80B,80,B,2,1,1,3,F,51,0,0,39.779,1
46,80B,80,B,2,2,1,3,R,62,0,0,39.779,1
46,80B,80,B,2,3,1,3,L,57,0,0,39.779,1
46,80B,80,B,2,4,1,3,T,52,0,0,39.779,1
46,80B,80,B,2,5,1,3,T,31,0,N,39.779,1
46,82B,82,B,2,1,1,24,B,2,1,F,39.779,1
46,83B,83,B,2,1,1,3,F,60,0,0,39.779,1
46,83B,83,B,2,2,1,3,F,64,0,0,39.779,1
46,84B,84,B,2,1,1,1,T,31,0,N,59.6685,1.5
46,85E,85,E,2,1,1,1,F,2,5,R,1611.0495,40.5
46,85E,85,E,2,2,1,1,L,2,5,R,1611.0495,40.5
46,85E,85,E,2,3,2,5,R,50,0,0,1611.0495,40.5
46,86C,86,C,2,1,1,1,F,2,2,L,141.21545,3.55
46,86C,86,C,2,2,1,1,R,2,2,L,141.21545,3.55
46,87F,87,F,2,1,1,1,F,2,1,F,1404.1987,35.3
46,88D,88,D,2,1,1,1,L,52,0,0,212.02207,5.33
46,88D,88,D,2,2,1,1,F,44,0,0,212.02207,5.33
46,89B,89,B,2,1,1,5,F,50,0,0,39.779,1
46,89B,89,B,2,2,1,5,F,60,0,0,39.779,1
46,89B,89,B,2,3,1,5,U,60,0,0,39.779,1
46,89B,89,B,2,4,1,5,L,43,0,0,39.779,1
46,89B,89,B,2,5,1,5,T,42,0,0,39.779,1
46,89B,89,B,2,6,1,5,T,31,0,N,39.779,1
46,90H,90,H,2,1,1,5,F,2,4,L,5250.8279999,132
46,91A,91,A,2,1,1,2,L,42,0,0,39.779,1
46,92E,92,E,2,1,1,3,F,44,0,0,1074.033,27
46,92E,92,E,2,2,1,3,U,61,0,0,1074.033,27
46,93G,93,G,2,1,1,12,L,31,0,N,3858.563,97
46,94C,94,C,2,1,1,12,T,31,0,N,141.21545,3.55
46,94C,94,C,2,2,1,12,R,57,0,0,141.21545,3.55
46,95D,95,D,2,1,1,12,L,3,4,F,212.02207,5.33
46,95D,95,D,2,2,1,12,L,3,4,R,212.02207,5.33
46,95D,95,D,2,3,1,12,F,2,5,F,212.02207,5.33
46,96A,96,A,2,1,1,3,L,2,15,F,39.779,1
46,97E,97,E,2,1,1,2,F,2,5,R,1074.033,27
46,97E,97,E,2,2,2,5,B,42,0,0,1074.033,27
46,97E,97,E,2,3,1,2,L,3,1,F,1074.033,27
46,98G,98,G,2,1,1,2,R,2,2,F,3858.563,97
46,98G,98,G,2,2,1,2,R,2,2,R,3858.563,97
46,99A,99,A,2,1,1,1,L,2,12,F,59.6685,1.5
46,99A,99,A,2,2,1,1,F,63,0,0,59.6685,1.5
46,100C,100,C,2,1,1,4,L,2,15,R,211.823175,5.325
46,100C,100,C,2,2,1,4,L,2,15,R,211.823175,5.325
46,101A,101,A,2,1,1,2,F,63,0,0,39.779,1
46,101A,101,A,2,2,1,2,F,63,0,0,39.779,1
46,101A,101,A,2,3,1,2,F,57,0,0,39.779,1
46,101A,101,A,2,4,1,2,L,57,0,0,39.779,1
46,101A,101,A,2,5,1,2,L,57,0,0,39.779,1
46,102A,102,A,2,1,1,15,F,42,0,0,79.558,2
46,102A,102,A,2,2,1,15,F,42,0,0,79.558,2
46,102A,102,A,2,3,1,15,F,42,0,0,79.558,2
46,102A,102,A,2,4,1,15,F,42,0,0,79.558,2
46,103D,103,D,2,1,1,15,F,2,15,F,424.04414,10.66
46,104B,104,B,2,1,1,3,F,60,0,0,79.558,2
46,104B,104,B,2,2,1,3,T,31,0,N,79.558,2
46,104B,104,B,2,3,1,3,L,42,0,0,79.558,2
46,105H,105,H,2,1,1,5,R,2,5,F,10501.656,264
46,105H,105,H,2,2,1,5,R,2,5,L,10501.656,264
46,106B,106,B,2,1,1,1,R,2,11,F,39.779,1
47,1C,1,C,2,1,1,3,F,2,28,B,99.1956,2.45
47,2C,2,C,2,1,1,3,F,2,18,B,99.1956,2.45
47,2C,2,C,2,2,1,3,F,56,0,0,99.1956,2.45
47,2C,2,C,2,3,1,3,L,56,0,0,99.1956,2.45
47,3D,3,D,2,1,1,5,F,2,1,R,150.21048,3.71
47,3D,3,D,2,2,1,5,F,3,5,B,150.21048,3.71
47,3D,3,D,2,3,3,5,F,4,3,B,150.21048,3.71
47,4D,4,D,2,1,1,4,L,51,0,0,150.21048,3.71
47,4D,4,D,2,2,1,4,L,41,0,0,150.21048,3.71
47,4D,4,D,2,3,1,4,L,50,0,0,150.21048,3.71
47,4D,4,D,2,4,1,4,L,56,0,0,150.21048,3.71
47,4D,4,D,2,5,1,4,T,31,0,N,150.21048,3.71
47,4D,4,D,2,6,1,4,L,42,0,0,150.21048,3.71
47,5B,5,B,2,1,1,3,F,2,4,F,54.25392,1.34
47,5B,5,B,2,2,1,3,L,2,4,R,54.25392,1.34
47,6C,6,C,2,1,1,3,F,76,0,0,99.1956,2.45
47,6C,6,C,2,2,1,3,R,41,0,0,99.1956,2.45
47,6C,6,C,2,3,1,3,R,43,0,0,99.1956,2.45
47,6C,6,C,2,4,1,3,F,41,0,0,99.1956,2.45
47,6C,6,C,2,5,1,3,F,41,0,0,99.1956,2.45
47,6C,6,C,2,6,1,3,F,41,0,0,99.1956,2.45
47,6C,6,C,2,7,1,3,R,41,0,0,99.1956,2.45
47,6C,6,C,2,8,1,3,F,42,0,0,99.1956,2.45
47,6C,6,C,2,9,1,3,R,60,0,0,99.1956,2.45
47,7G,7,G,2,1,1,15,F,56,0,0,2550.744,63
47,7G,7,G,2,2,1,15,N,34,0,N,2550.744,63
47,8C,8,C,2,1,1,3,R,50,0,0,99.1956,2.45
47,8C,8,C,2,2,1,3,F,43,0,0,99.1956,2.45
47,8C,8,C,2,3,1,3,F,42,0,0,99.1956,2.45
47,9C,9,C,2,1,1,3,F,2,3,L,99.1956,2.45
47,9C,9,C,2,2,1,3,L,2,3,L,99.1956,2.45
47,10D,10,D,2,1,1,4,9,43,0,0,150.21048,3.71
47,10D,10,D,2,2,1,4,T,31,0,N,150.21048,3.71
47,10D,10,D,2,3,1,4,9,42,0,0,150.21048,3.71
47,10D,10,D,2,4,1,4,9,42,0,0,150.21048,3.71
47,10D,10,D,2,5,1,4,9,42,0,0,150.21048,3.71
47,10D,10,D,2,6,1,4,9,42,0,0,150.21048,3.71
47,11D,11,D,2,1,1,13,F,63,0,0,150.21048,3.71
47,11D,11,D,2,2,1,13,L,64,0,0,150.21048,3.71
47,11D,11,D,2,3,1,13,F,56,0,0,150.21048,3.71
47,11D,11,D,2,4,1,13,L,31,0,N,150.21048,3.71
47,12C,12,C,2,1,1,2,F,44,0,0,99.1956,2.45
47,12C,12,C,2,2,1,2,R,31,0,N,99.1956,2.45
47,12C,12,C,2,3,1,2,9,50,0,0,99.1956,2.45
47,12C,12,C,2,4,1,2,9,51,0,0,99.1956,2.45
47,13D,13,D,2,1,1,2,R,60,0,0,150.21048,3.71
47,13D,13,D,2,2,1,2,9,41,0,0,150.21048,3.71
47,13D,13,D,2,3,1,2,9,41,0,0,150.21048,3.71
47,13D,13,D,2,4,1,2,9,41,0,0,150.21048,3.71
47,13D,13,D,2,5,1,2,9,41,0,0,150.21048,3.71
47,13D,13,D,2,6,1,2,9,41,0,0,150.21048,3.71
47,13D,13,D,2,7,1,2,9,41,0,0,150.21048,3.71
47,13D,13,D,2,8,1,2,9,41,0,0,150.21048,3.71
47,13D,13,D,2,9,1,2,9,41,0,0,150.21048,3.71
47,13D,13,D,2,10,1,2,9,68,0,0,150.21048,3.71
47,13D,13,D,2,11,1,2,T,31,0,N,150.21048,3.71
47,13D,13,D,2,12,1,2,9,57,0,0,150.21048,3.71
47,13D,13,D,2,13,1,2,9,41,0,0,150.21048,3.71
47,13D,13,D,2,14,1,2,9,41,0,0,150.21048,3.71
47,13D,13,D,2,15,1,2,9,41,0,0,150.21048,3.71
47,13D,13,D,2,16,1,2,9,41,0,0,150.21048,3.71
47,13D,13,D,2,17,1,2,9,41,0,0,150.21048,3.71
47,13D,13,D,2,18,1,2,9,41,0,0,150.21048,3.71
47,14H,14,H,2,1,1,3,F,2,3,B,3562.944,88
47,15B,15,B,2,1,1,15,F,2,1,F,54.25392,1.34
47,15B,15,B,2,2,2,1,T,31,0,N,54.25392,1.34
47,15B,15,B,2,3,1,15,T,31,0,N,54.25392,1.34
47,16C,16,C,2,1,1,1,R,60,0,0,99.1956,2.45
47,16C,16,C,2,2,1,1,T,31,0,N,99.1956,2.45
47,17C,17,C,2,1,1,1,F,2,1,F,99.1956,2.45
47,18C,18,C,2,1,1,1,F,43,0,0,99.1956,2.45
47,18C,18,C,2,2,1,1,F,31,0,N,99.1956,2.45
47,19C,19,C,2,1,1,1,F,2,15,L,99.1956,2.45
47,19C,19,C,2,2,2,15,R,60,0,0,99.1956,2.45
47,20D,20,D,2,1,1,4,L,2,1,F,150.21048,3.71
47,20D,20,D,2,2,1,4,L,2,1,R,150.21048,3.71
47,21F,21,F,2,1,1,1,F,60,0,0,1060.7856,26.2
47,21F,21,F,2,2,1,1,U,60,0,0,1060.7856,26.2
47,21F,21,F,2,3,1,1,F,60,0,0,1060.7856,26.2
47,21F,21,F,2,4,1,1,T,31,0,N,1060.7856,26.2
47,22B,22,B,2,1,1,1,F,2,2,L,54.25392,1.34
47,22B,22,B,2,2,1,1,T,31,0,N,54.25392,1.34
47,23C,23,C,2,1,1,15,F,60,0,0,99.1956,2.45
47,23C,23,C,2,2,1,15,T,31,0,N,99.1956,2.45
47,24C,24,C,2,1,1,1,R,42,0,0,99.1956,2.45
47,24C,24,C,2,2,1,1,9,42,0,0,99.1956,2.45
47,24C,24,C,2,3,1,1,9,42,0,0,99.1956,2.45
47,25C,25,C,2,1,1,1,L,2,1,F,99.1956,2.45
47,26D,26,D,2,1,1,3,F,2,3,L,150.21048,3.71
47,27D,27,D,2,1,1,1,R,2,2,F,150.21048,3.71
47,27D,27,D,2,2,1,1,R,2,2,L,150.21048,3.71
47,28D,28,D,2,1,1,15,T,31,0,N,150.21048,3.71
47,29C,29,C,2,1,1,1,R,57,0,0,99.1956,2.45
47,30C,30,C,2,1,1,2,L,2,2,F,99.1956,2.45
47,31C,31,C,2,1,1,15,R,60,0,0,99.1956,2.45
47,31C,31,C,2,2,1,15,T,31,0,N,99.1956,2.45
47,32D,32,D,2,1,1,4,F,2,15,L,150.21048,3.71
47,32D,32,D,2,2,1,4,F,2,15,L,150.21048,3.71
47,32D,32,D,2,3,2,15,T,31,0,N,150.21048,3.71
47,32D,32,D,2,4,2,15,T,57,0,0,150.21048,3.71
47,33D,33,D,2,1,1,15,R,2,28,B,150.21048,3.71
47,34C,34,C,2,1,1,2,F,44,0,0,99.1956,2.45
47,34C,34,C,2,2,1,2,T,31,0,N,99.1956,2.45
47,35C,35,C,2,1,1,24,N,38,0,N,99.1956,2.45
47,35C,35,C,2,2,2,2,F,88,0,0,99.1956,2.45
47,35C,35,C,2,3,2,2,F,60,0,0,99.1956,2.45
47,35C,35,C,2,4,2,2,F,57,0,0,99.1956,2.45
47,36C,36,C,2,1,1,5,R,42,0,0,99.1956,2.45
47,36C,36,C,2,2,1,5,F,42,0,0,99.1956,2.45
47,36C,36,C,2,3,1,5,T,31,0,N,99.1956,2.45
47,37C,37,C,2,1,1,5,L,2,15,F,99.1956,2.45
47,38D,38,D,2,1,1,1,L,31,0,N,150.21048,3.71
47,38D,38,D,2,2,1,1,T,52,0,0,150.21048,3.71
47,39D,39,D,2,1,1,3,F,2,15,F,150.21048,3.71
47,40E,40,E,2,1,1,2,F,60,0,0,834.0528,20.6
47,40E,40,E,2,2,1,2,R,31,0,N,834.0528,20.6
47,41G,41,G,2,1,1,1,F,60,0,0,2550.744,63
47,41G,41,G,2,2,1,1,T,31,0,N,2550.744,63
47,42C,42,C,2,1,1,4,F,2,2,F,556.30512,13.74
47,43D,43,D,2,1,1,15,9,31,0,N,795.18432,19.64
47,44D,44,D,2,1,1,1,F,44,0,0,795.18432,19.64
47,44D,44,D,2,2,1,1,F,41,0,0,795.18432,19.64
47,44D,44,D,2,3,1,1,F,41,0,0,795.18432,19.64
47,44D,44,D,2,4,1,1,F,41,0,0,795.18432,19.64
47,44D,44,D,2,5,1,1,F,41,0,0,795.18432,19.64
47,44D,44,D,2,6,1,1,F,41,0,0,795.18432,19.64
47,44D,44,D,2,7,1,1,F,41,0,0,795.18432,19.64
47,44D,44,D,2,8,1,1,F,41,0,0,795.18432,19.64
47,44D,44,D,2,9,1,1,F,41,0,0,795.18432,19.64
47,44D,44,D,2,10,1,1,9,31,0,N,795.18432,19.64
47,44D,44,D,2,11,1,1,9,41,0,0,795.18432,19.64
47,44D,44,D,2,12,1,1,9,41,0,0,795.18432,19.64
47,44D,44,D,2,13,1,1,9,41,0,0,795.18432,19.64
47,44D,44,D,2,14,1,1,9,41,0,0,795.18432,19.64
47,44D,44,D,2,15,1,1,9,41,0,0,795.18432,19.64
47,44D,44,D,2,16,1,1,9,41,0,0,795.18432,19.64
47,44D,44,D,2,17,1,1,9,41,0,0,795.18432,19.64
47,44D,44,D,2,18,1,1,T,31,0,N,795.18432,19.64
47,44D,44,D,2,19,1,1,9,41,0,0,795.18432,19.64
47,44D,44,D,2,20,1,1,9,41,0,0,795.18432,19.64
47,44D,44,D,2,21,1,1,9,41,0,0,795.18432,19.64
47,44D,44,D,2,22,1,1,9,41,0,0,795.18432,19.64
47,44D,44,D,2,23,1,1,9,41,0,0,795.18432,19.64
47,44D,44,D,2,24,1,1,9,41,0,0,795.18432,19.64
47,44D,44,D,2,25,1,1,9,41,0,0,795.18432,19.64
47,44D,44,D,2,26,1,1,9,41,0,0,795.18432,19.64
47,45D,45,D,2,1,1,3,F,2,5,B,2385.55296,58.92
47,46G,46,G,2,1,1,5,F,2,2,L,23928.408,591
47,47A,47,A,2,1,1,15,F,2,4,L,50.61,1.25
47,47A,47,A,2,2,2,4,F,52,0,0,50.61,1.25
47,48C,48,C,2,1,1,3,F,2,15,B,123.9945,3.0625
47,48C,48,C,2,2,2,15,F,42,0,0,123.9945,3.0625
47,48C,48,C,2,3,2,15,F,71,0,0,123.9945,3.0625
47,49C,49,C,2,1,1,11,T,31,0,N,123.9945,3.0625
47,50C,50,C,2,1,1,15,F,56,0,0,123.9945,3.0625
47,50C,50,C,2,2,1,15,9,31,0,N,123.9945,3.0625
47,51A,51,A,2,1,1,2,F,2,3,F,45.549,1.125
47,51A,51,A,2,2,1,2,R,U,U,9,45.549,1.125
47,51A,51,A,2,3,2,3,9,50,0,0,45.549,1.125
47,52A,52,A,2,1,1,2,L,2,2,F,45.549,1.125
47,52A,52,A,2,2,1,2,L,2,2,R,45.549,1.125
47,52A,52,A,2,3,2,2,B,3,1,F,45.549,1.125
47,53C,53,C,2,1,1,2,L,43,0,0,111.59505,2.75625
47,53C,53,C,2,2,1,2,L,42,0,0,111.59505,2.75625
47,53C,53,C,2,3,1,2,F,42,0,0,111.59505,2.75625
47,54C,54,C,2,1,1,1,F,52,0,0,111.59505,2.75625
47,55D,55,D,2,1,1,3,U,61,0,0,168.98679,4.17375
47,55D,55,D,2,2,1,3,F,42,0,0,168.98679,4.17375
47,56D,56,D,2,1,1,15,T,31,0,N,168.98679,4.17375
47,57D,57,D,2,1,1,1,F,44,0,0,168.98679,4.17375
47,57D,57,D,2,2,1,1,T,31,0,N,168.98679,4.17375
47,58G,58,G,2,1,1,15,B,2,2,F,2869.587,70.875
47,59B,59,B,2,1,1,15,F,2,4,F,63.4770864,1.5678
47,60C,60,C,2,1,1,3,F,2,2,B,99.1956,2.45
47,61C,61,C,2,1,1,15,F,2,3,F,99.1956,2.45
47,62C,62,C,2,1,1,1,L,2,5,F,99.1956,2.45
47,63D,63,D,2,1,1,15,F,2,15,R,175.7462616,4.3407
47,63D,63,D,2,2,1,15,L,2,15,R,175.7462616,4.3407
47,63D,63,D,2,3,2,15,F,68,0,0,175.7462616,4.3407
47,63D,63,D,2,4,2,15,F,51,0,0,175.7462616,4.3407
47,63D,63,D,2,5,1,15,F,3,22,F,175.7462616,4.3407
47,64D,64,D,2,1,1,1,F,2,3,B,175.7462616,4.3407
47,65D,65,D,2,1,1,1,L,51,0,0,175.7462616,4.3407
47,66D,66,D,2,1,1,3,L,31,0,N,175.7462616,4.3407
47,67F,67,F,2,1,1,1,F,56,0,0,1075.320792,26.559
47,67F,67,F,2,2,1,1,F,60,0,0,1075.320792,26.559
47,68B,68,B,2,1,1,5,L,51,0,0,54.25392,1.34
47,69C,69,C,2,1,1,24,L,2,2,F,99.1956,2.45
47,69C,69,C,2,2,1,24,L,2,2,R,99.1956,2.45
47,70C,70,C,2,1,1,1,L,2,3,F,99.1956,2.45
47,71D,71,D,2,1,1,3,U,44,0,0,150.21048,3.71
47,71D,71,D,2,2,1,3,L,43,0,0,150.21048,3.71
47,71D,71,D,2,3,1,3,F,42,0,0,150.21048,3.71
47,71D,71,D,2,4,1,3,F,57,0,0,150.21048,3.71
47,71D,71,D,2,5,1,3,F,42,0,0,150.21048,3.71
47,71D,71,D,2,6,1,3,F,43,0,0,150.21048,3.71
47,71D,71,D,2,7,1,3,F,42,0,0,150.21048,3.71
47,72A,72,A,2,1,1,15,T,31,0,N,40.488,1
47,73A,73,A,2,1,1,1,R,88,0,0,40.488,1
47,73A,73,A,2,2,1,1,T,31,0,N,40.488,1
47,73A,73,A,2,3,1,1,T,42,0,0,40.488,1
47,74B,74,B,2,1,1,15,F,2,5,F,54.25392,1.34
47,75C,75,C,2,1,1,12,9,31,0,N,99.1956,2.45
47,76H,76,H,2,1,1,1,L,2,15,F,3562.944,88
47,77C,77,C,2,1,1,3,L,2,2,F,99.1956,2.45
47,77C,77,C,2,2,1,3,R,55,0,0,99.1956,2.45
47,77C,77,C,2,3,1,3,B,44,0,0,99.1956,2.45
47,78C,78,C,2,1,1,1,R,2,3,F,99.1956,2.45
47,78C,78,C,2,2,1,1,R,2,3,L,99.1956,2.45
47,79D,79,D,2,1,1,14,L,88,0,0,150.21048,3.71
47,79D,79,D,2,2,1,14,T,31,0,N,150.21048,3.71
47,80D,80,D,2,1,1,3,F,2,1,B,150.21048,3.71
47,81A,81,A,2,1,1,1,T,31,0,N,40.488,1
47,82C,82,C,2,1,1,2,L,51,0,0,99.1956,2.45
47,83C,83,C,2,1,1,2,T,31,0,N,99.1956,2.45
47,84D,84,D,2,1,1,3,F,60,0,0,150.21048,3.71
47,84D,84,D,2,2,1,3,F,42,0,0,150.21048,3.71
47,85G,85,G,2,1,1,1,L,2,3,F,2550.744,63
47,85G,85,G,2,2,1,1,F,44,0,0,2550.744,63
47,86B,86,B,2,1,1,3,R,42,0,0,54.25392,1.34
47,87C,87,C,2,1,1,2,B,2,3,F,99.1956,2.45
47,88D,88,D,2,1,1,2,R,2,3,F,150.21048,3.71
47,89D,89,D,2,1,1,15,F,2,24,B,150.21048,3.71
47,90C,90,C,2,1,1,2,F,2,2,B,99.1956,2.45
47,91C,91,C,2,1,1,15,F,2,3,F,99.1956,2.45
47,92C,92,C,2,1,1,3,F,2,24,L,99.1956,2.45
47,93D,93,D,2,1,1,1,F,42,0,0,150.21048,3.71
47,93D,93,D,2,2,1,1,R,31,0,N,150.21048,3.71
47,94C,94,C,2,1,1,15,F,42,0,0,99.1956,2.45
47,95C,95,C,2,1,1,2,L,2,3,F,99.1956,2.45
47,96C,96,C,2,1,1,1,F,72,0,0,99.1956,2.45
47,96C,96,C,2,2,1,1,F,57,0,0,99.1956,2.45
47,97C,97,C,2,1,1,3,L,2,1,F,99.1956,2.45
47,98D,98,D,2,1,1,3,F,60,0,0,240.336768,5.936
47,99D,99,D,2,1,1,3,F,60,0,0,240.336768,5.936
47,100D,100,D,2,1,1,3,F,42,0,0,240.336768,5.936
47,100D,100,D,2,2,1,3,F,63,0,0,240.336768,5.936
47,101D,101,D,2,1,1,4,L,2,24,F,240.336768,5.936
47,101D,101,D,2,2,1,4,F,3,2,B,240.336768,5.936
